<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.23	01:15:00	4134.721	4140.985	4133.550	4137.502	3691	0	240
2026.07.23	01:30:00	4137.581	4139.335	4121.384	4121.527	5863	0	240
2026.07.23	01:45:00	4121.475	4123.748	4114.293	4117.927	4731	0	240
2026.07.23	02:00:00	4117.871	4118.910	4112.176	4117.658	3964	0	240
2026.07.23	02:15:00	4117.665	4118.243	4113.149	4116.506	3088	0	240
2026.07.23	02:30:00	4116.453	4122.289	4113.804	4122.109	3669	0	240
2026.07.23	02:45:00	4122.058	4128.867	4121.257	4127.980	3096	0	240
2026.07.23	03:00:00	4127.928	4129.180	4123.918	4127.034	2662	0	240
2026.07.23	03:15:00	4127.103	4133.293	4126.482	4130.341	2522	0	240
2026.07.23	03:30:00	4130.283	4131.118	4126.035	4128.724	2233	0	240
2026.07.23	03:45:00	4128.790	4128.815	4123.893	4124.693	1511	0	240
2026.07.23	04:00:00	4124.686	4127.636	4122.401	4127.561	1741	0	240
2026.07.23	04:15:00	4127.730	4129.939	4124.922	4129.939	1932	0	240
2026.07.23	04:30:00	4129.830	4130.450	4122.970	4123.291	1926	0	240
2026.07.23	04:45:00	4123.278	4124.382	4119.974	4121.351	1578	0	240
2026.07.23	05:00:00	4121.318	4124.925	4119.377	4124.476	2003	0	240
2026.07.23	05:15:00	4124.245	4125.673	4119.787	4125.621	1874	0	240
2026.07.23	05:30:00	4125.727	4128.607	4123.281	4127.554	3423	0	240
2026.07.23	05:45:00	4127.504	4130.602	4120.430	4123.830	2830	0	240
2026.07.23	06:00:00	4123.891	4128.207	4121.300	4123.035	3273	0	240
2026.07.23	06:15:00	4122.975	4127.752	4121.132	4122.140	2394	0	240
2026.07.23	06:30:00	4122.050	4123.850	4116.878	4120.165	2807	0	240
2026.07.23	06:45:00	4120.049	4122.202	4117.775	4118.611	2367	0	240
2026.07.23	07:00:00	4118.591	4119.510	4101.895	4106.574	4291	0	240
2026.07.23	07:15:00	4106.523	4111.813	4105.458	4108.545	3710	0	240
2026.07.23	07:30:00	4108.599	4108.924	4091.246	4095.669	3853	0	240
2026.07.23	07:45:00	4095.724	4096.957	4089.938	4095.526	4287	0	240
2026.07.23	08:00:00	4095.477	4097.792	4090.046	4091.621	3786	0	240
2026.07.23	08:15:00	4091.571	4092.559	4088.363	4092.070	2865	0	240
2026.07.23	08:30:00	4092.012	4093.700	4088.437	4092.302	2782	0	240
2026.07.23	08:45:00	4092.178	4094.703	4086.968	4093.292	2507	0	240
2026.07.23	09:00:00	4093.220	4099.332	4092.493	4095.009	2964	0	240
2026.07.23	09:15:00	4094.949	4097.149	4089.524	4091.221	2303	0	240
2026.07.23	09:30:00	4091.274	4093.055	4088.643	4091.775	2647	0	240
2026.07.23	09:45:00	4091.782	4094.138	4088.381	4089.777	2233	0	240
2026.07.23	10:00:00	4089.965	4091.616	4087.861	4090.742	2599	0	240
2026.07.23	10:15:00	4090.689	4092.543	4085.935	4089.911	2495	0	240
2026.07.23	10:30:00	4089.837	4092.898	4086.519	4089.240	2533	0	240
2026.07.23	10:45:00	4089.171	4095.419	4087.287	4093.318	2215	0	240
2026.07.23	11:00:00	4093.121	4093.890	4086.794	4087.791	2798	0	240
2026.07.23	11:15:00	4087.730	4089.222	4080.782	4084.231	3594	0	240
2026.07.23	11:30:00	4084.093	4084.243	4072.706	4078.854	4711	0	240
2026.07.23	11:45:00	4078.804	4089.411	4077.769	4085.749	3310	0	240
2026.07.23	12:00:00	4085.697	4086.080	4080.997	4081.348	2834	0	240
2026.07.23	12:15:00	4081.607	4083.129	4070.246	4074.938	5040	0	240
2026.07.23	12:30:00	4074.786	4075.064	4063.899	4069.168	5573	0	240
2026.07.23	12:45:00	4069.224	4069.410	4060.769	4061.770	5740	0	240
2026.07.23	13:00:00	4061.765	4063.688	4040.288	4041.003	10900	0	240
2026.07.23	13:15:00	4041.077	4058.982	4040.506	4058.530	6535	0	240
2026.07.23	13:30:00	4058.475	4067.509	4055.363	4056.344	8646	0	240
2026.07.23	13:45:00	4056.393	4059.005	4042.681	4043.309	7302	0	240
2026.07.23	14:00:00	4043.503	4051.365	4039.957	4048.075	7389	0	240
2026.07.23	14:15:00	4047.980	4057.048	4042.191	4056.319	6939	0	240
2026.07.23	14:30:00	4056.254	4060.765	4051.560	4056.879	5857	0	240
2026.07.23	14:45:00	4057.070	4061.795	4055.879	4057.990	4396	0	240
2026.07.23	15:00:00	4057.939	4059.410	4049.283	4051.315	4689	0	240
2026.07.23	15:15:00	4051.257	4056.871	4045.404	4046.932	5555	0	240
2026.07.23	15:30:00	4047.002	4053.254	4042.188	4048.029	5807	0	240
2026.07.23	15:45:00	4048.094	4051.157	4046.714	4048.534	3266	0	240
2026.07.23	16:00:00	4048.650	4050.830	4047.255	4050.278	2685	0	240
2026.07.23	16:15:00	4050.216	4051.280	4045.720	4050.129	2182	0	240
2026.07.23	16:30:00	4050.181	4050.820	4046.847	4049.908	2021	0	240
2026.07.23	16:45:00	4049.857	4051.842	4047.845	4051.304	1956	0	240
2026.07.23	17:00:00	4051.357	4054.635	4046.775	4047.301	2869	0	240
2026.07.23	17:15:00	4047.354	4050.561	4046.076	4047.399	3018	0	240
2026.07.23	17:30:00	4047.290	4049.201	4041.755	4042.951	2769	0	240
2026.07.23	17:45:00	4042.892	4044.370	4041.618	4041.855	2258	0	240
2026.07.23	18:00:00	4041.983	4044.254	4040.575	4042.022	2355	0	240
2026.07.23	18:15:00	4042.037	4045.236	4040.540	4044.702	2480	0	240
2026.07.23	18:30:00	4044.592	4048.280	4044.415	4046.372	1939	0	240
2026.07.23	18:45:00	4046.394	4048.440	4044.681	4045.941	1600	0	240
2026.07.23	19:00:00	4046.242	4048.600	4042.876	4043.356	1609	0	240
